// use this 
Id	FileName	Copyright	Title	Subject	Description	Tags	ThematicLink	Authors 
WEB-0192_wingspread_eagle	WEB-0192_wingspread_eagle.jpg	© gillfoto, CC BY-SA 4.0, via Wikimedia Commons	Eagle		The wingspread of an eagle in flight	MVR		https://commons.wikimedia.org/wiki/File:WEB-0192_wingspread_eagle.jpg
WEB-0193_eagle_owl	WEB-0193_eagle_owl.jpg	A Different Perspective, CC0, Pixabay	Owl		Eagle owl	בַּת יַעֲנָה	Fauna:3.17.1	https://pixabay.com/photos/eagle-owl-bubo-bubo-owl-bird-1728203/
WEB-0194_eared_owl	WEB-0194_eared_owl.jpg	CC0, Pixabay	Owl	NATURAL WORLD	Eared (horned) owl	MVR	Fauna:3.17.2	https://pixabay.com/images/id-2984478/
WEB-0195_the_earth	WEB-0195_the_earth.jpg	NASA/Apollo 17 crew; taken by either Harrison Schmitt or Ron Evans, Public domain, via Wikimedia Commons	Earth		A view of planet Earth from the Apollo 17 space capsule	MVR		https://commons.wikimedia.org/wiki/File:The_Earth_seen_from_Apollo_17.jpg
WEB-0196_ebony	WEB-0196_ebony.jpg	© Malcolm Manners, CC BY 2.0, via Wikimedia Commons	Ebony	NATURAL WORLD	Dalbergia melanoxylon, also known as African blackwood or grenadilla, is a dense highly prized wood used for making furniture and musical instruments	MVR	Flora:1.7	https://commons.wikimedia.org/wiki/File:Dalbergia_melanoxylon.jpg
WEB-0197_ecce_homo_ciseri	WEB-0197_ecce_homo_ciseri.jpg	Antonio Ciseri, Public domain, via Wikimedia Commons	Ecce homo		Pilate presents Jesus to the crowd -- Ecce homo (Behold the man), by Antonio Ciseri	MVR		https://commons.wikimedia.org/wiki/File:Ecce_homo_by_Antonio_Ciseri_(1).jpg
WEB-0198_eggs	WEB-0198_eggs.jpg	© Mnolf, CC BY-SA 3.0, via Wikimedia Commons	Egg		Two quail eggs beside a chicken egg	MVR		https://commons.wikimedia.org/wiki/File:Coturnix_coturnix_WEB-0198_eggs.jpg
WEB-0199_egret	WEB-0199_egret.jpg	CC0, Pixabay	Egret	NATURAL WORLD	Egret (Bubulcus ibis)	MVR	Fauna:3.11	https://pixabay.com/images/id-1693766/
WEB-0200_egypt_goshen	WEB-0200_egypt_goshen.jpg	Matson Collection, Library of Congress, Public domain, via Wikimedia Commons	Goshen		The land of Goshen with pyramids in the distance, Egypt	MVR		https://commons.wikimedia.org/wiki/File:Egypt._Pyramids._The_land_of_Goshen_with_pyramids_in_the_distance_LOC_matpc.23065.png
WEB-0201_egyptian_temple_karnak	WEB-0201_egyptian_temple_karnak.jpg	© Ahmedherz, CC BY-SA 3.0, via Wikimedia Commons	Egyptian temple 	 	The massive engraved columns of the temple of Karnak (Luxor, Egypt; built over centuries, but mostly 16th -11th c. BCE) 	MVR 		https://commons.wikimedia.org/wiki/File:Columns_of_the_Temple_of_Karnak_civilization_of_the_Pharaohs.jpg
WEB-0202_egyptian_geese	WEB-0202_egyptian_geese.jpg	Ann Jessica Johnson, CC0, via Pixabay	Goose	NATURAL WORLD	Egyptian geese	MVR	Fauna:3.9	https://pixabay.com/photos/egyptian-goose-goose-geese-bird-1374377/
WEB-0203_egyptian_vulture	WEB-0203_egyptian_vulture.jpg	© michael clarke stuff (Egyptian Vulture 01), CC BY-SA 2.0, via Wikimedia Commons	Vulture	NATURAL WORLD	Egyptian vulture	MVR; נֶשֶׁר; עָזְנִיָּה; עַיִט; פֶּרֶס; רָחָם, רָחָמָה; ἀετός	Fauna:3.8	https://upload.wikimedia.org/wikipedia/commons/7/79/Egyptian_Vulture_01.jpg
WEB-0204_elm	WEB-0204_elm.jpg	Ptelea, Public domain, via Wikimedia Commons	Elm	NATURAL WORLD	Leaves and bark of the elm tree	MVR; גֶּשֶׁם > נֶשֶׁם	Flora:1.8	https://commons.wikimedia.org/wiki/File:U._canescens_bark.jpg
WEB-0205_kourion	WEB-0205_kourion.jpg	© A.Savin (Wikimedia Commons · WikiPhotoSpace), FAL, via Wikimedia Commons	Cyprus		Agora in the ancient town of Kourion near Limassol, Cyprus	MVR		https://commons.wikimedia.org/wiki/File:WEB-0205_kourion.jpg
WEB-0206_exile_capture_lachish	WEB-0206_exile_capture_lachish.jpg	© Osama Shukir Muhammed Amin FRCP(Glasg), CC BY-SA 4.0, via Wikimedia Commons	Exile 	 	Judaean prisoners are exiled to other parts of the Assyrian empire (Nineveh relief, 700-692 BCE, British Museum) 	MVR; שׁבה; שְׁבִי; שָׁבִי; שִׁבְיָה; שְׁבִית 		https://upload.wikimedia.org/wikipedia/commons/3/3c/Judaean_people_are_being_deported_into_exile_after_the_capture_of_Lachish.jpg
WEB-0207_exile_capture_lachish	WEB-0207_exile_capture_lachish.jpg	© Photograph by Mike Peel (www.mikepeel.net)., CC BY-SA 4.0	Exile 	 	Prisoners playing lyres (Assyrian, about 700-692 BCE, Nineveh, Southwest Palace) 	MVR; PSA 137; exile; lyre; כִּנּוֹר; שַׂבְּכָא; κινύρα 	Realia:7.2.1 Realia:7.2.2	https://upload.wikimedia.org/wikipedia/commons/a/a3/Lachish_Relief,_British_Museum_13.jpg
WEB-0208_ezekiel_chariot_vision	WEB-0208_ezekiel_chariot_vision.jpg	Matthäus Merian (1593-1650), Public domain, via Wikimedia Commons	Ezekiel's vision 	 	An engraved illustration of the chariot vision of Ezekiel 	MVR; חַיָּה; כְּרוּב 		https://commons.wikimedia.org/wiki/File:Ezekiel-Vision-Merkaba.jpg
WEB-0209_ezekiel_calling	WEB-0209_ezekiel_calling	© Sweet Publishing / FreeBibleimages.org, CC BY-SA 3.0, via Wikimedia Commons	Ezekiel's living creatures 	 	An artist's rendering of the living creatures in Ezekiel's vision (ch. 1) 	MVR; חַיָּה; כְּרוּב 		http://www.freebibleimages.org/illustrations/ezekiel-calling/
WEB-0210_ezekiel_vision	WEB-0210_ezekiel_vision.jpg	© Alex Akindinov, CC BY-SA 4.0, via Wikimedia Commons	Ezekiel's living creatures 	 	An artist's rendering of Ezekiel's vision, ch. 1 (Alexey Akindinov, 2006) 	MVR; חַיָּה; כְּרוּב 		https://upload.wikimedia.org/wikipedia/commons/5/5d/Alexey_Akindinov._The_Vision_of_Ezekiel._2006.jpg
WEB-0211_falcon	WEB-0211_falcon.jpg	© Juan Lacruz, CC BY-SA 3.0, via Wikimedia Commons	Falcon	NATURAL WORLD	Peregrine falcon flying	MVR	Fauna:3.10	https://commons.wikimedia.org/wiki/File:FlyingPeregrine.jpg
WEB-0212_fallow_deer	WEB-0212_fallow_deer.jpg	© Eyal Bartov, CC BY-SA 3.0, via Wikimedia Commons	Deer	NATURAL WORLD	Fallow deer (Dama dama)	MVR; אַיָּל; אַיָּלָה	Fauna:2.11	https://commons.wikimedia.org/wiki/File:Persian_Fallow_Deer_1.jpg
WEB-0213_feeding_the_five_thousand	WEB-0213_feeding_the_five_thousand.jpg	Marten van Valckenborch, Public domain, via Wikimedia Commons	Feeding five thousand		Painting of Jesus and the disciples feeding the five thousand, by Marten van Valckenborch	MVR		https://commons.wikimedia.org/wiki/File:Marten_van_Valckenborch_-_Feeding_the_Five_Thousand_(July).jpg
WEB-0214_fennec	WEB-0214_fennec.jpg	© ladypine, CC BY 2.5, via Wikimedia Commons	Fennec		Fennec	MVR; אֹחַ; אִי; שׁוּעָל; תַּן; ἀλώπηξ	Fauna:2.22	https://commons.wikimedia.org/wiki/File:TA_ZOO_orna_Pict0224.jpg
WEB-0215_fennec	WEB-0215_fennec.jpg	© Doron Horovitz, Israel Government Press Office	Fennec	NATURAL WORLD	The small nocturnal fennec (Vulpes zerda)	MVR; אֹחַ; אִי; שׁוּעָל; תַּן; ἀλώπηξ	Fauna:2.22	https://gpophotoeng.gov.il/fotoweb/cmdrequest/rest/Download.fwx/D433-013.jpg?D=C81D6356E1BFEA156E1871B36C2AB119898895604DC1D2ADB599A2E66BBB14531CC84BC505428176FD39000DC9A02C4F4625D291663D8FC24862086D6FB61F3F923164D001A60424324872ED23801767D8CCD4DD3A8D90CF7F2E606E996FFE4FD5BB9672D746BA0A38F2B96F6AF166E1&ForceSaveDialog=yes
WEB-0216_fennel	WEB-0216_fennel.jpg	Frans E. Koehler, Public domain, via Wikimedia Commons	Fennel	NATURAL WORLD	Botanical drawing of the fennel plant and its parts	MVR; חֶלְבְּנָה; χαλβάνη	Flora:4.1.5	https://commons.wikimedia.org/wiki/File:Ferula_gummosa_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-205.jpg
WEB-0217_fennel_flower	WEB-0217_fennel_flower.jpg	© Tigerente, CC BY-SA 3.0, via Wikimedia Commons	Fennel		Fennel flower	חֶלְבְּנָה; χαλβάνη	Flora:4.1.5	https://commons.wikimedia.org/wiki/File:Ferula_communis03.jpg
WEB-0218_fig_fresh	WEB-0218_fig_fresh.jpg	© Eric Hunt, CC BY-SA 2.5, via Wikimedia Commons	Fig	NATURAL WORLD	Fresh figs cut open	MVR; תְּאֵנָה; σῦκον	Flora:2.6	figfresh: https://commons.wikimedia.org/wiki/File:Figs.jpg
WEB-0219_fig_unripe	WEB-0219_fig_unripe.jpg	© H. Zell, CC BY-SA 3.0, via Wikimedia Commons	Fig	NATURAL WORLD	Unripe fruits on a fig tree	MVR; בִּכּוּרָה; פַּג; תְּאֵנָה; συκῆ;	Flora:2.6	https://commons.wikimedia.org/wiki/File:Ficus_carica_005.jpg
WEB-0220_fir	WEB-0220_fir.jpg	© Inti-sol~commonswiki, CC BY-SA 3.0, via Wikimedia Commons	Fir	NATURAL WORLD	Close-up of a fir twig with its needle-like leaves	MVR	Flora:1.9	https://commons.wikimedia.org/wiki/File:Abies_firma.JPG
WEB-0221_fire	WEB-0221_fire.jpg	© fir0002 / flagstaffotos.com.au, GFDL 1.2, via Wikimedia Commons	Fire		Fire from burning weeds	MVR		https://commons.wikimedia.org/wiki/File:WEB-0221_fire.jpg
WEB-0222_fire_altar_worship	WEB-0222_fire_altar_worship.jpg	© World Imaging assumed (based on copyright claims)., CC BY-SA 3.0	Worship 	 	A stone palette shows worshipers around an altar (Indo-Parthian) 	MVR 		https://upload.wikimedia.org/wikipedia/commons/4/47/FireAltarWorship.JPG
WEB-0224_fish_en	WEB-0224_fish_en.jpg	CC0, Pixabay	Fish		Fish	דָּג; דָּגָה; ἐνάλιον; ἔνυδρος (DC); ἰχθύς; ἰχθύδιον; κῆτος; νηκτός (DC); ὀψάριον; προσφάγιον	Fauna:5.1	https://pixabay.com/images/id-537832/
WEB-0225_fish_en	WEB-0225_fish_en.jpg	H. B. Tristram, Public domain	Fish	NATURAL WORLD	Fish	MVR; דָּג; דָּגָה; ἐνάλιον; ἔνυδρος (DC); ἰχθύς; ἰχθύδιον; κῆτος; νηκτός (DC); ὀψάριον; προσφάγιον	Fauna:5.1	https://archive.org/details/surveyofwesternp00trisuoft/page/198/mode/2up
WEB-0226_fishes	WEB-0226_fishes.jpg	CC0, Pixabay	Fish		A collection of colorful fish	דָּג; דָּגָה; ἐνάλιον; ἔνυδρος (DC); ἰχθύς; ἰχθύδιον; κῆτος; νηκτός (DC); ὀψάριον; προσφάγιον	Fauna:5.1	https://pixabay.com/images/id-1868779/
WEB-0227_fish_mosaic	WEB-0227_fish_mosaic.jpg	Berthold Werner, Public domain, via Wikimedia Commons	Fish 	 	A mosaic of loaves and fish in the Church of the Multiplication at Tabgha 	דָּג; דָּגָה; ἐνάλιον; ἔνυδρος (DC); ἰχθύς; ἰχθύδιον; κῆτος; νηκτός (DC); ὀψάριον; προσφάγιον 		https://commons.wikimedia.org/wiki/File:Brotvermehrungskirche_BW_3-2.JPG
WEB-0228_flacon_nards_perfume	WEB-0228_flacon_nards_perfume.jpg	© Juan Antonio Flores Segal (Flickr: Old little bottle with nards perfume), CC BY 2.0, via Wikimedia Commons	Nard	OBJECTS, TOOLS & TRADES	Nard perfume in a flacon, from the spikenard plant	MVR; MRK; νάρδος		https://upload.wikimedia.org/wikipedia/commons/b/be/WEB-0228_flacon_nards_perfume.jpg
WEB-0229_flame	WEB-0229_flame.jpg	© Guillaume Blanchard, CC BY-SA, via Wikimedia Commons	Flame 	 	The flame from a torch 	MVR; fire 		https://commons.wikimedia.org/wiki/File:Australia_Cairns_WEB-0229_flame.jpg
WEB-0230_flax	WEB-0230_flax.jpg	© GFDL by Kurt Stueber (from Otto Wilhelm Thomé, Flora von Deutschland, Österreich und der Schweiz 1885), via Wikimedia Commons	Flax		Flax	פֵּשֶׁת; פִּשְׁתָּה	Flora:5.1.7	https://commons.wikimedia.org/wiki/File:Illustration_Linum_usitatissimum0.jpg
WEB-0231_flax	WEB-0231_flax.jpg	Frans E. Koehler, Public domain, via Wikimedia Commons	Flax	NATURAL WORLD	Botanical drawing of a flax stalk	MVR; פֵּשֶׁת; פִּשְׁתָּה	Flora:5.1.7	https://commons.wikimedia.org/wiki/File:K%C3%B6hler%27s_Medizinal-Pflanzen_in_naturgetreuen_Abbildungen_mit_kurz_erl%C3%A4uterndem_Texte_(Plate_16)_BHL303594.jpg
WEB-0232_flax_cutting	WEB-0232_flax_cutting.jpg	Sergei Prokudin-Gorskii, Public domain, Wikimedia Commons	Flax	NATURAL WORLD	Woman cutting flax	MVR; פֵּשֶׁת; פִּשְׁתָּה	Flora:5.1.7	https://commons.wikimedia.org/wiki/File:BreakingFlax.jpeg
WEB-0233_flax_flowers	WEB-0233_flax_flowers.jpg	© Zachi Evenor, CC BY 3.0, via Wikimedia Commons	Flax	NATURAL WORLD	Flax flowers	MVR; פֵּשֶׁת; פִּשְׁתָּה	Flora:5.1.7	https://upload.wikimedia.org/wikipedia/commons/d/d7/Linum-pubescens-Zachi-Evenor-004.jpg
WEB-0234_flax_flower	WEB-0234_flax_flower.jpg	© Zachi Evenor (File:Linum-pubescens-Zachi-Evenor-001.jpg), CC BY 3.0 or CC BY 4.0, via Wikimedia Commons	Flax	NATURAL WORLD	Flowers of the flax plant (Linum pubescens)	MVR; פֵּשֶׁת; פִּשְׁתָּה	Flora:5.1.7	https://commons.wikimedia.org/wiki/File:Linum-pubescens-Zachi-Evenor-003.jpg
WEB-0235_flax_stalk	WEB-0235_flax_stalk.jpg	© Florian Gerlach (Nawaro), CC BY-SA 3.0, via Wikimedia Commons	Flax		Flax stalks	פֵּשֶׁת; פִּשְׁתָּה	Flora:5.1.7	https://commons.wikimedia.org/wiki/File:Flachsstroh_Garn_Vlies_und_Seil.jpg
WEB-0237_flock_of_birds	WEB-0237_flock_of_birds.jpg	© גמלאי עיריית טבריה, CC BY 2.5, via Wikimedia Commons	Flock of birds	NATURAL WORLD	Flock of birds	MVR; עוֹף		https://upload.wikimedia.org/wikipedia/commons/f/f8/PikiWiki_Israel_16912_A_flock_of_birds.JPG
WEB-0238_flooded_land	WEB-0238_flooded_land.jpg	© Basile Morin, CC BY-SA 4.0, via Wikimedia Commons	Flood		Submerged Albizia Saman (rain tree) in the Mekong, near the island of Don Loppadi, Laos, during the dry season (when the river is low)	MVR		https://commons.wikimedia.org/wiki/File:Flooded_Albizia_Saman_(rain_tree)_in_the_Mekong.jpg
WEB-0239_flooding	WEB-0239_flooding.jpg	© Walter Siegmund, CC BY-SA 3.0, via Wikimedia Commons	Flood		Surging flood waters	MVR; מַבּוּל; שֶׁטֶף		https://upload.wikimedia.org/wikipedia/commons/4/4b/Granite_Falls_26428.JPG
WEB-0240_fly	WEB-0240_fly.jpg	CC0, Pixabay	Fly	NATURAL WORLD	Flies on a plant stem	MVR	Fauna:6.4	https://pixabay.com/photos/fly-bug-insect-2629848/
WEB-0241_forum_romanum	WEB-0241_forum_romanum.jpg	© BeBo86, CC BY-SA 3.0, via Wikimedia Commons	Forum		The Forum in Rome	MVR		https://commons.wikimedia.org/wiki/File:WEB-0241_forum_romanum.jpg
WEB-0242_foundation_slab_of_xerxes	WEB-0242_foundation_slab_of_xerxes.jpg	Daderot, CC0, via Wikimedia Commons	Persepolis		Limestone foundation slab of Xerxes, found in Persepolis (486-465 BCE)	MVR		https://commons.wikimedia.org/wiki/File:Foundation_slab_of_Xerxes_in_Babylonian_language,_Iran,_Persepolis,_Garrison_quarters,_Achaemenid_Period,_reign_of_Xerxes,_486-465_BC,_limestone_-_Oriental_Institute_Museum,_University_of_Chicago_-_DSC07978.JPG
WEB-0243_fox	WEB-0243_fox.jpg	© Doron Horovitz, Israel Government Press Office	Fox	NATURAL WORLD	Foxes are members of the same animal family that includes the wolf and the dog	MVR; ἀλώπηξ	Fauna:2.22	https://gpophotoeng.gov.il/fotoweb/cmdrequest/rest/Download.fwx/D426-071.jpg?D=C81D6356E1BFEA156E1871B36C2AB119898895604DC1D2ADB599A2E66BBB14531CC84BC505428176FD39000DC9A02C4F4625D291663D8FC24862086D6FB61F3F923164D001A6042484CEFB6F26C1A140D8CCD4DD3A8D90CF7F2E606E996FFE4FD5BB9672D746BA0A38F2B96F6AF166E1&ForceSaveDialog=yes
WEB-0244_frankincense_branch	WEB-0244_frankincense_branch.jpg	Frans E. Koehler, Public domain, via Wikimedia Commons	Frankincense	NATURAL WORLD	Plate showing a frankincense branch with its tiny flowers	MVR; λίβανος	Flora:4.1.6	https://commons.wikimedia.org/wiki/File:Boswellia_sacra_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-022.jpg
WEB-0245_frankincense_lump	WEB-0245_frankincense_lump.jpg	snotch, Public domain, via Wikimedia Commons	Frankincense	NATURAL WORLD	Lumps of frankincense resin which can be burnt as incense	MVR; λίβανος	Flora:4.1.6	https://commons.wikimedia.org/wiki/File:Frankincense_2005-12-31.jpg
WEB-0246_frankincense_tree	WEB-0246_frankincense_tree.jpg	© Eckhard Pecher, CC BY 2.5, via Wikimedia Commons	Frankincense	NATURAL WORLD	Frankincense trees, whose resin is used to make incense	MVR; λίβανος	Flora:4.1.6	https://commons.wikimedia.org/wiki/File:Oman_Dhofar_Frankincense.jpg
WEB-0247_frog	WEB-0247_frog.jpg	CC0, Pixabay	Frog	NATURAL WORLD	Common frogs in the Middle East and Egypt are the Edible Frog and the Spotted Frog	MVR; צְפַרְדֵּעַ; βάτραχος	Fauna:5.2	https://pixabay.com/images/id-2097029/
WEB-0248_frogs	WEB-0248_frogs.jpg	CC0, Pixabay	Frogs		Frogs	צְפַרְדֵּעַ; βάτραχος	Fauna:5.2	https://pixabay.com/images/id-1406238/
WEB-0249_frost	WEB-0249_frost.jpg	© Hans Hillewaert, CC BY-SA 3.0, via Wikimedia Commons	Frost 	 	Frost on grasses 	MVR 		https://commons.wikimedia.org/wiki/File:Ammophila_arenaria_(frosted_leaves).jpg
WEB-0250_herb_garden	WEB-0250_herb_garden.jpg	© Dguendel, CC BY 3.0, via Wikimedia Commons	Herb		A herb garden	MVR		https://commons.wikimedia.org/wiki/File:Funkenburg_(Westgreu%C3%9Fen),_the_herb_garden.jpg
WEB-0251_gale_force_winds	WEB-0251_gale_force_winds.jpg	© Tony Hisgett, CC BY 2.0, via Wikimedia Commons	Wind		Gale force winds in La Gomera (Canary Islands)	MVR		https://commons.wikimedia.org/wiki/File:WEB-0251_gale_force_winds.jpg
WEB-0252_galilee_boat	WEB-0252_galilee_boat.jpg	© Konrad Summers from Santa Clarita (Valencia) , California, USA (2,000 year-old Galilee Boat), CC BY-SA 2.0, via Wikimedia Commons	Boat		The remains of a 2,000 year old fishing boat found in the Sea of Galilee	MVR; πλοιάριον; πλοῖον	Realia:8.1	https://upload.wikimedia.org/wikipedia/commons/9/99/2,000_year-old_Galilee_Boat_(25590631200).jpg
WEB-0253_gangrene	WEB-0253_gangrene.jpg	© Dr. Andreas Settje, CC BY-SA 3.0, via Wikimedia Commons	Gangrene		A gangrenous foot beside a healthy one	MVR		https://commons.wikimedia.org/wiki/File:Nekrose_fuss_gipsverband01.jpg
WEB-0254_garlic	WEB-0254_garlic.jpg	© Donovan Govan, CC BY-SA 3.0, via Wikimedia Commons	Garlic	NATURAL WORLD	Garlic bulbs and sections (cloves)	MVR	Flora:3.2.2	https://upload.wikimedia.org/wikipedia/commons/2/22/Garlic.jpg
WEB-0255_gaurs	WEB-0255_gaurs.jpg	© Jenis patel, CC BY-SA 4.0, via Wikimedia Commons	Gaur	NATURAL WORLD	Gaurs (Bos gaurus) in a wood	MVR; רְאֵם	Fauna:2.34	https://upload.wikimedia.org/wikipedia/commons/4/4d/Gaur_(Bos_gaurus)_MH_India.jpg
WEB-0256_gazelle	WEB-0256_gazelle.jpg	© Ikiwaner, GFDL, via Wikimedia Commons	Gazelle	NATURAL WORLD	Gazelle with large ears serving as a cooling mechanism	צְבִי; צְבִיָּה; δορκάς	Fauna:2.15	https://commons.wikimedia.org/wiki/File:Serengeti_Thomson-Gazelle3.jpg
WEB-0257_gazelle	WEB-0257_gazelle.jpg	© מינוזיג - MinoZig, CC BY-SA 4.0, via Wikimedia Commons	Gazelle	NATURAL WORLD	Gazelle with large ears serving as a cooling mechanism	MVR; צְבִי; צְבִיָּה; δορκάς	Fauna:2.15	https://commons.wikimedia.org/wiki/File:Gazella_dorcas,_Israel.jpg
WEB-0258_gecko	WEB-0258_gecko.jpg	Marc Pascual, CC0, Pixabay	Gecko	NATURAL WORLD	Gecko	MVR	Fauna:4.5	https://pixabay.com/photos/gecko-rocks-texture-dragon-2126152/
WEB-0259_gemsbok	WEB-0259_gemsbok.jpg	© Mike Peel, CC BY-SA 4.0, via Wikimedia Commons	Gemsbok	NATURAL WORLD	Gemsbok	MVR; תְּאֹו	Fauna:2.29	https://commons.wikimedia.org/wiki/File:Karoo_National_Park_2014_06.jpg
WEB-0260_genealogy_of_jacob	WEB-0260_genealogy_of_jacob.jpg	© Didier Descouens, CC BY-SA 4.0, via Wikimedia Commons	Genealogy 	 	A depiction of the genealogy of Jacob in a 14th c fresco (Eglise Notre-Dame du Taur) 	MVT 		https://upload.wikimedia.org/wikipedia/commons/0/0b/Eglise_Notre-Dame_du_Taur_-_La_g%C3%A9n%C3%A9alogie_de_Jacob_XIVe_si%C3%A9cle.jpg
WEB-0261_genealogy_of_jesus	WEB-0261_genealogy_of_jesus.jpg	Herrad of Landsberg, Public domain	Genealogy, Jesus 	 	Depiction in an illuminated manuscript of Matthew's genealogy of Jesus as the tree of Jesse (Hortus Deliciarum, ca. 1180) 	MVR 		https://upload.wikimedia.org/wikipedia/commons/6/63/Hortus_Deliciarum,_Der_Stammbaum_Christi.JPG
WEB-0262_gerbil	WEB-0262_gerbil.jpg	CC0, Pixabay	Gerbil	NATURAL WORLD	Gerbil	MVR; עַכְבָּר	Fauna:2.27	https://pixabay.com/images/id-1238228/
WEB-0263_gethsemane_bloch	WEB-0263_gethsemane_bloch.jpg	Carl Bloch, Public domain or CC BY 3.0, via Wikimedia Commons	Gethsemane		Painting of Jesus being comforted by an angel in Gethsemane (by Carl Bloch)	MVR		https://commons.wikimedia.org/wiki/File:Gethsemane_Carl_Bloch.jpg
WEB-0264_goat_kid	WEB-0264_goat_kid.jpg	© Kalaiarasy, CC BY-SA 3.0, via Wikimedia Commons	Goat	NATURAL WORLD	Two goat kids	MVR; גְּדִי; גְּדִיָּה; ἔριφος, ἐρίφιον	Fauna:2.16	https://commons.wikimedia.org/wiki/File:Goat-kids.jpg
WEB-0265_goats	WEB-0265_goats.jpg	© brewbooks from near Seattle, USA, CC BY-SA 2.0, via Wikimedia Commons	Goat		Goats grazing on a rocky hillside in the Negev	עֵז; עַתּוּד; צָפִיר; שָׂעִיר; שְׂעִירָה; תַּיִשׁ; αἴγειος; αἴξ; τράγος; χίμαρος	Fauna:2.16	https://commons.wikimedia.org/wiki/File:Negev_Bedouin_Goat_Herd,_Negev_Desert,_Israel_(469302457).jpg
WEB-0266_goat_family	WEB-0266_goat_family.jpg	© fir0002, GFDL 1.2, via Wikimedia Commons	Goat	NATURAL WORLD	Goat family	MVR; גְּדִי; גְּדִיָּה; ἔριφος, ἐρίφιον	Fauna:2.16	https://commons.wikimedia.org/wiki/File:Goat_family.jpg
WEB-0267_goats_herd	WEB-0267_goats_herd.jpg	CC0, Pixabay	Goat		Herd of goats	עֵז; עַתּוּד; צָפִיר; שָׂעִיר; שְׂעִירָה; תַּיִשׁ; αἴγειος; αἴξ; τράγος; χίμαρος; ποίμνιον; ποίμνη; ποιμαίνω; ποιμήν; ἀρχιποίμην; חָשִׂיף; מִרְעֶה; מַרְעִית; עֵדֶר; צֹאן; צֹנֶה; (1d-e)רעה;	Fauna:2.16 Fauna:2.31.1	https://pixabay.com/photos/animal-farming-field-flock-goat-21540/
WEB-0268_golan	WEB-0268_golan.jpg	© Leif Knutsen, GFDL or CC BY-SA 3.0, via Wikimedia Commons	Golan 	 	The Druze village of Ein Qiniyye in the Golan Heights below Mount Hermon 	MVR; חֶרְמֹון; שִׂיאֹון ; שְׂנִיר; שִׂרְיֹון 		https://commons.wikimedia.org/wiki/File:New_community_on_the_WEB-0268_golan.jpg
WEB-0269_chain_jewelry	WEB-0269_chain_jewelry.jpg	© Mary Harrsch, CC BY 2.0, via Wikimedia Commons	Chain (jewelry) 	 	Gold chain from the royal cemetery of Ur, Iraq 2550-2450 BCE (University of Pennsylvania Museum of Archaeology and Anthropology) 	necklace; הַמְנִיךְ; רָבִיד 	Realia:10.5.4	https://commons.wikimedia.org/wiki/File:Gold_chain_recovered_from_the_royal_cemetery_of_Ur,_Iraq_2550-2450_BCE.jpg
WEB-0270_good_shepherd	WEB-0270_good_shepherd.jpg	© Stained glass: Alfred Handel, d. 1946[2], photo:Toby Hudson, CC BY-SA 3.0, via Wikimedia Commons	Shepherd		Jesus as shepherd in stained glass	MVR		https://commons.wikimedia.org/wiki/File:StJohnsAshfield_StainedGlass_GoodShepherd_Portrait.jpg
WEB-0271_göreme_valley_in_cappadocia	WEB-0271_göreme_valley_in_cappadocia.jpg	© Brocken Inaglory, CC BY-SA 3.0, via Wikimedia Commons	Cappadocia		Göreme Valley in Cappadocia	MVR		https://commons.wikimedia.org/wiki/File:WEB-0271_göreme_valley_in_cappadocia.jpg
WEB-0272_gortys_ruins_crete	WEB-0272_gortys_ruins_crete.jpg	Jebulon, CC0, via Wikimedia Commons	Crete		Ruins of Gortys on the island of Crete	MVR;		https://upload.wikimedia.org/wikipedia/commons/f/ff/Gortys_ruins.jpg
WEB-0273_grape	WEB-0273_grape.jpg	© Jerzy Opiola, CC BY-SA 3.0, via Wikimedia Commons	Grapes		Fruit of the vine	בָּצִיר; עֵנָב; βότρυς; σταφυλή	Flora:2.12	https://commons.wikimedia.org/wiki/File:Vitis_vinifera_a1.jpg
WEB-0274_grasshopper	WEB-0274_grasshopper.jpg	© Alvesgaspar, CC BY-SA 3.0, via Wikimedia Commons	Grasshopper	NATURAL WORLD	Grasshoppers and locusts are voracious consumers of vegetation	MVR; חָגָב; סָלְעָם	Fauna:6.9	https://commons.wikimedia.org/wiki/File:Acrididae_grasshopper-2.jpg
WEB-0275_graylag_goose	WEB-0275_graylag_goose.jpg	CC0, Pixabay	Goose	NATURAL WORLD	Graylag geese	MVR	Fauna:3.9	https://pixabay.com/images/id-168860/
WEB-0276_grey_heron	WEB-0276_grey_heron.jpg	© Charlesjsharp (Own work, from Sharp Photography, sharpphotography), CC BY-SA 3.0, via Wikimedia Commons	Heron		Grey heron (Ardea cinerea)	MVR		https://commons.wikimedia.org/wiki/File:WEB-0276_grey_heron.jpg
WEB-0277_grey_heron	WEB-0277_grey_heron.jpg	CC0, Pixabay	Heron	NATURAL WORLD	Gray heron	MVR	Fauna:3.11	https://pixabay.com/images/id-2112219/
